trip_purpose,companion_count,booking_window,booking_channel,flights_per_year,competitor_used,price_paid_range,price_perception,experience_vs_expectation,comfort_rating,service_rating,return_intent,next_travel_window,booking_decision_factor,loyalty_sensitive,seat_class,departure_hour,departure_day,departure_month,occupancy_pct,route,flight_id,seat_id,purchase_intent_score,offer_clicked,offer_shown,submitted_at
BUSINESS,GROUP,FEW_WEEKS,MOBILE_APP,1_2,YES,200_400,GREAT_DEAL,AS_EXPECTED,5,4,PLANNED,NOT_SURE,BEST_SCHEDULE,YES,ECONOMY,19,23,4,70.9,CMN-LHR,26,21E,37,0,UPGRADE,2026-04-08 02:16:57.928940
LEISURE,PAIR,FEW_WEEKS,WEBSITE,6_10,NO,100_200,FAIR,AS_EXPECTED,2,5,NO,1_3_MONTHS,DIRECT_FLIGHT,NO,FIRST,22,3,7,81.3,CMN-LIS,41,20D,50,1,LOUNGE,2026-05-11 16:30:57.928940
LEISURE,GROUP,FEW_WEEKS,MOBILE_APP,10_PLUS,NO,ABOVE_400,FAIR,AS_EXPECTED,4,2,BOOKED,1_3_MONTHS,LOYALTY,YES,ECONOMY,19,2,10,98.1,CMN-YUL,49,22G,68,1,UPGRADE,2026-06-16 10:12:57.928940
LEISURE,GROUP,MONTHS_AHEAD,MOBILE_APP,1_2,NO,ABOVE_400,FAIR,AS_EXPECTED,3,4,NO,NOT_SURE,LOWEST_PRICE,YES,ECONOMY,2,4,12,52.7,CMN-IST,22,30D,10,1,UPGRADE,2026-03-27 19:15:57.928940
BUSINESS,ALONE,MONTHS_AHEAD,WEBSITE,6_10,NO,100_200,TOO_EXPENSIVE,AS_EXPECTED,3,3,PLANNED,NOT_SURE,DIRECT_FLIGHT,YES,ECONOMY,12,21,3,55.1,CMN-DKR,26,2D,44,0,UPGRADE,2026-05-05 05:45:57.928940
BUSINESS,PAIR,MONTHS_AHEAD,AGENCY,1_2,YES,100_200,FAIR,BETTER,2,4,PLANNED,NOT_SURE,LOYALTY,DEPENDS,ECONOMY,19,13,10,51.2,CMN-JFK,30,40C,60,1,UPGRADE,2026-04-10 22:53:57.928940
BUSINESS,ALONE,LAST_MINUTE,WEBSITE,1_2,NO,ABOVE_400,FAIR,BETTER,5,5,BOOKED,1_3_MONTHS,BEST_SCHEDULE,DEPENDS,ECONOMY,4,6,6,90.5,CMN-ORY,23,1H,65,1,UPGRADE,2026-03-16 05:55:57.928940
LEISURE,PAIR,FEW_WEEKS,MOBILE_APP,3_5,NO,ABOVE_400,GREAT_DEAL,AS_EXPECTED,3,4,BOOKED,1_3_MONTHS,LOYALTY,YES,FIRST,14,19,12,86.7,CMN-LOS,36,33B,51,0,LOUNGE,2026-05-13 00:31:57.928940
BUSINESS,GROUP,FEW_WEEKS,MOBILE_APP,10_PLUS,YES,100_200,GREAT_DEAL,WORSE,5,4,PLANNED,THIS_MONTH,DIRECT_FLIGHT,NO,BUSINESS,3,25,4,56.3,CMN-JFK,46,40G,63,1,LOUNGE,2026-06-11 11:58:57.928940
LEISURE,GROUP,FEW_WEEKS,MOBILE_APP,3_5,YES,200_400,GREAT_DEAL,BETTER,2,3,NO,NOT_SURE,LOWEST_PRICE,NO,BUSINESS,20,5,12,91.8,CMN-AMS,10,21D,56,0,LOUNGE,2026-04-15 21:26:57.928940
BUSINESS,PAIR,LAST_MINUTE,MOBILE_APP,6_10,YES,200_400,FAIR,WORSE,5,5,PLANNED,THIS_MONTH,LOWEST_PRICE,DEPENDS,ECONOMY,14,21,11,82.7,CMN-MAD,35,26D,40,0,UPGRADE,2026-03-15 11:48:57.929940
BUSINESS,PAIR,FEW_WEEKS,MOBILE_APP,1_2,NO,200_400,TOO_EXPENSIVE,AS_EXPECTED,2,2,PLANNED,NOT_SURE,LOWEST_PRICE,YES,ECONOMY,5,15,8,45.0,CMN-DKR,13,9E,41,1,UPGRADE,2026-04-06 06:43:57.929940
BUSINESS,GROUP,LAST_MINUTE,WEBSITE,3_5,NO,100_200,FAIR,BETTER,2,2,BOOKED,THIS_MONTH,BEST_SCHEDULE,DEPENDS,ECONOMY,16,22,8,45.5,CMN-DXB,8,28C,87,1,UPGRADE,2026-05-30 05:57:57.929940
LEISURE,ALONE,FEW_WEEKS,WEBSITE,1_2,NO,100_200,FAIR,AS_EXPECTED,2,2,PLANNED,1_3_MONTHS,DIRECT_FLIGHT,YES,ECONOMY,6,21,12,53.2,CMN-DKR,40,29D,37,0,UPGRADE,2026-04-14 05:55:57.929940
BUSINESS,ALONE,LAST_MINUTE,WEBSITE,1_2,NO,200_400,FAIR,AS_EXPECTED,4,3,PLANNED,1_3_MONTHS,DIRECT_FLIGHT,YES,ECONOMY,1,26,4,71.7,CMN-BCN,16,32B,36,0,UPGRADE,2026-06-27 06:42:57.929940
BUSINESS,GROUP,FEW_WEEKS,WEBSITE,3_5,NO,UNDER_100,GREAT_DEAL,BETTER,4,3,BOOKED,THIS_MONTH,DIRECT_FLIGHT,DEPENDS,BUSINESS,20,23,9,86.4,CMN-DKR,45,26B,73,1,LOUNGE,2026-06-18 08:27:57.929940
FAMILY,ALONE,MONTHS_AHEAD,WEBSITE,3_5,NO,UNDER_100,FAIR,AS_EXPECTED,3,2,BOOKED,NOT_SURE,LOWEST_PRICE,DEPENDS,ECONOMY,19,2,5,81.0,CMN-LHR,8,1C,62,0,UPGRADE,2026-06-08 02:05:57.929940
LEISURE,GROUP,FEW_WEEKS,WEBSITE,1_2,NO,200_400,FAIR,BETTER,2,4,NO,3_6_MONTHS,LOWEST_PRICE,YES,FIRST,18,21,2,71.8,CMN-TUN,24,4H,27,1,LOUNGE,2026-03-22 15:31:57.929940
LEISURE,ALONE,LAST_MINUTE,MOBILE_APP,1_2,NO,UNDER_100,GREAT_DEAL,AS_EXPECTED,5,3,BOOKED,THIS_MONTH,DIRECT_FLIGHT,YES,BUSINESS,7,14,12,62.3,CMN-MAD,37,24B,48,0,LOUNGE,2026-03-05 17:14:57.929940
LEISURE,ALONE,FEW_WEEKS,WEBSITE,3_5,YES,200_400,FAIR,AS_EXPECTED,2,4,BOOKED,3_6_MONTHS,BEST_SCHEDULE,DEPENDS,ECONOMY,18,16,4,84.6,CMN-CAI,49,16C,72,1,UPGRADE,2026-05-14 21:19:57.929940
FAMILY,PAIR,LAST_MINUTE,MOBILE_APP,1_2,NO,200_400,GREAT_DEAL,AS_EXPECTED,3,5,PLANNED,THIS_MONTH,BEST_SCHEDULE,DEPENDS,BUSINESS,2,2,4,93.5,CMN-TUN,27,24H,47,0,LOUNGE,2026-06-17 23:12:57.929940
BUSINESS,PAIR,LAST_MINUTE,MOBILE_APP,1_2,NO,100_200,GREAT_DEAL,BETTER,4,5,PLANNED,3_6_MONTHS,LOYALTY,DEPENDS,ECONOMY,7,3,4,52.4,CMN-BCN,10,7C,53,1,UPGRADE,2026-05-14 11:56:57.929940
LEISURE,ALONE,LAST_MINUTE,WEBSITE,3_5,NO,UNDER_100,GREAT_DEAL,WORSE,3,2,PLANNED,3_6_MONTHS,DIRECT_FLIGHT,DEPENDS,ECONOMY,21,10,5,89.3,CMN-LHR,2,26H,43,0,UPGRADE,2026-04-19 10:30:57.929940
BUSINESS,ALONE,LAST_MINUTE,WEBSITE,6_10,NO,100_200,GREAT_DEAL,AS_EXPECTED,2,4,NO,THIS_MONTH,LOWEST_PRICE,NO,ECONOMY,6,21,8,88.7,CMN-MAD,22,8A,52,0,UPGRADE,2026-05-04 05:33:57.929940
BUSINESS,PAIR,LAST_MINUTE,WEBSITE,6_10,YES,ABOVE_400,TOO_EXPENSIVE,BETTER,3,4,PLANNED,NOT_SURE,LOWEST_PRICE,YES,ECONOMY,12,5,7,55.8,CMN-TUN,16,35A,54,0,UPGRADE,2026-03-20 06:46:57.929940
LEISURE,PAIR,MONTHS_AHEAD,MOBILE_APP,1_2,YES,200_400,FAIR,BETTER,4,2,NO,NOT_SURE,LOYALTY,NO,ECONOMY,7,6,2,58.4,CMN-AMS,18,35A,51,0,UPGRADE,2026-03-18 05:46:57.929940
LEISURE,ALONE,LAST_MINUTE,WEBSITE,1_2,NO,200_400,TOO_EXPENSIVE,BETTER,4,3,PLANNED,1_3_MONTHS,DIRECT_FLIGHT,DEPENDS,ECONOMY,5,16,1,49.9,CMN-AMS,39,15A,45,0,UPGRADE,2026-06-28 07:42:57.929940
BUSINESS,ALONE,FEW_WEEKS,MOBILE_APP,10_PLUS,NO,200_400,GREAT_DEAL,BETTER,3,2,NO,3_6_MONTHS,LOWEST_PRICE,YES,BUSINESS,21,13,10,50.5,CMN-IST,21,9C,39,0,LOUNGE,2026-04-26 20:52:57.929940
LEISURE,GROUP,MONTHS_AHEAD,AGENCY,3_5,NO,100_200,FAIR,AS_EXPECTED,4,3,BOOKED,THIS_MONTH,DIRECT_FLIGHT,NO,ECONOMY,18,2,3,77.5,CMN-AMS,41,37B,75,0,UPGRADE,2026-06-10 07:43:57.929940
BUSINESS,PAIR,LAST_MINUTE,MOBILE_APP,10_PLUS,NO,200_400,FAIR,BETTER,3,2,PLANNED,THIS_MONTH,LOWEST_PRICE,YES,BUSINESS,14,24,7,97.3,CMN-DKR,32,25F,58,1,LOUNGE,2026-03-09 23:18:57.929940
LEISURE,ALONE,FEW_WEEKS,WEBSITE,6_10,YES,200_400,GREAT_DEAL,BETTER,4,3,NO,1_3_MONTHS,LOWEST_PRICE,DEPENDS,ECONOMY,2,11,10,98.2,CMN-LOS,46,2G,46,0,UPGRADE,2026-06-06 22:18:57.929940
BUSINESS,ALONE,FEW_WEEKS,WEBSITE,1_2,NO,200_400,FAIR,BETTER,2,2,PLANNED,NOT_SURE,BEST_SCHEDULE,YES,BUSINESS,0,14,2,60.9,CMN-LOS,13,7A,47,0,LOUNGE,2026-04-29 15:05:57.929940
BUSINESS,PAIR,MONTHS_AHEAD,WEBSITE,3_5,NO,200_400,TOO_EXPENSIVE,AS_EXPECTED,5,2,BOOKED,NOT_SURE,LOYALTY,YES,ECONOMY,8,19,1,53.2,CMN-BCN,6,23J,62,1,UPGRADE,2026-03-23 22:54:57.929940
BUSINESS,PAIR,MONTHS_AHEAD,WEBSITE,3_5,NO,ABOVE_400,FAIR,BETTER,4,2,PLANNED,THIS_MONTH,BEST_SCHEDULE,YES,ECONOMY,14,6,3,97.5,CMN-BRU,9,3G,57,1,UPGRADE,2026-03-14 21:37:57.929940
LEISURE,PAIR,MONTHS_AHEAD,AGENCY,1_2,NO,ABOVE_400,FAIR,WORSE,5,2,NO,NOT_SURE,LOWEST_PRICE,DEPENDS,ECONOMY,4,19,10,76.5,CMN-BCN,7,37B,21,0,UPGRADE,2026-03-09 00:45:57.929940
FAMILY,PAIR,FEW_WEEKS,MOBILE_APP,3_5,NO,100_200,GREAT_DEAL,BETTER,5,2,PLANNED,3_6_MONTHS,BEST_SCHEDULE,YES,BUSINESS,15,9,6,46.1,CMN-IST,20,18H,55,0,LOUNGE,2026-05-30 14:26:57.929940
LEISURE,PAIR,FEW_WEEKS,MOBILE_APP,3_5,YES,ABOVE_400,GREAT_DEAL,AS_EXPECTED,5,4,NO,1_3_MONTHS,LOWEST_PRICE,YES,ECONOMY,16,13,3,87.1,CMN-TUN,37,2C,14,0,UPGRADE,2026-03-14 12:10:57.929940
BUSINESS,PAIR,LAST_MINUTE,AGENCY,3_5,YES,ABOVE_400,FAIR,AS_EXPECTED,2,2,BOOKED,NOT_SURE,DIRECT_FLIGHT,YES,BUSINESS,15,19,9,63.9,CMN-LHR,17,6E,57,0,LOUNGE,2026-03-21 11:43:57.929940
LEISURE,GROUP,LAST_MINUTE,WEBSITE,3_5,YES,UNDER_100,FAIR,BETTER,3,2,BOOKED,3_6_MONTHS,LOYALTY,DEPENDS,BUSINESS,12,28,6,69.8,CMN-BRU,30,20J,77,0,LOUNGE,2026-05-08 23:04:57.929940
LEISURE,GROUP,FEW_WEEKS,MOBILE_APP,3_5,YES,UNDER_100,FAIR,BETTER,4,4,NO,3_6_MONTHS,LOYALTY,YES,ECONOMY,16,25,4,93.6,CMN-YUL,43,21C,29,0,UPGRADE,2026-05-26 04:44:57.929940
LEISURE,GROUP,MONTHS_AHEAD,AIRPORT_COUNTER,6_10,YES,100_200,FAIR,AS_EXPECTED,5,4,PLANNED,1_3_MONTHS,BEST_SCHEDULE,YES,ECONOMY,15,5,12,59.0,CMN-CAI,49,12F,38,0,UPGRADE,2026-05-31 06:54:57.929940
FAMILY,PAIR,FEW_WEEKS,WEBSITE,3_5,NO,UNDER_100,FAIR,WORSE,2,5,NO,THIS_MONTH,DIRECT_FLIGHT,DEPENDS,ECONOMY,13,2,3,52.4,CMN-BRU,22,27H,28,1,UPGRADE,2026-06-18 02:23:57.929940
FAMILY,PAIR,MONTHS_AHEAD,WEBSITE,3_5,YES,100_200,FAIR,BETTER,2,3,PLANNED,NOT_SURE,DIRECT_FLIGHT,DEPENDS,ECONOMY,15,13,1,47.0,CMN-BRU,47,24A,70,0,UPGRADE,2026-03-24 00:54:57.930940
LEISURE,GROUP,MONTHS_AHEAD,WEBSITE,3_5,YES,100_200,GREAT_DEAL,AS_EXPECTED,4,3,BOOKED,THIS_MONTH,LOYALTY,NO,ECONOMY,14,24,9,77.2,CMN-DXB,28,9F,86,0,UPGRADE,2026-06-07 05:15:57.930940
BUSINESS,ALONE,LAST_MINUTE,MOBILE_APP,3_5,YES,200_400,FAIR,AS_EXPECTED,5,4,NO,THIS_MONTH,LOWEST_PRICE,DEPENDS,ECONOMY,20,27,1,47.6,CMN-BCN,27,29G,32,1,UPGRADE,2026-05-27 02:50:57.930940
BUSINESS,GROUP,MONTHS_AHEAD,WEBSITE,3_5,YES,200_400,FAIR,AS_EXPECTED,5,2,PLANNED,THIS_MONTH,LOYALTY,YES,ECONOMY,3,16,4,77.9,CMN-FCO,34,13F,39,1,UPGRADE,2026-04-26 11:56:57.930940
LEISURE,ALONE,LAST_MINUTE,WEBSITE,1_2,YES,ABOVE_400,GREAT_DEAL,BETTER,2,2,NO,1_3_MONTHS,DIRECT_FLIGHT,NO,ECONOMY,9,9,8,47.7,CMN-LHR,3,19F,46,0,UPGRADE,2026-05-19 04:29:57.930940
BUSINESS,ALONE,LAST_MINUTE,AGENCY,3_5,YES,200_400,TOO_EXPENSIVE,WORSE,4,2,PLANNED,3_6_MONTHS,BEST_SCHEDULE,YES,BUSINESS,12,15,5,90.1,CMN-LOS,27,11B,35,0,LOUNGE,2026-03-12 13:35:57.930940
FAMILY,PAIR,MONTHS_AHEAD,MOBILE_APP,1_2,NO,200_400,FAIR,WORSE,3,5,NO,THIS_MONTH,DIRECT_FLIGHT,DEPENDS,ECONOMY,2,9,11,62.0,CMN-TUN,50,37D,23,0,UPGRADE,2026-04-04 07:29:57.930940
LEISURE,GROUP,LAST_MINUTE,WEBSITE,3_5,NO,ABOVE_400,GREAT_DEAL,AS_EXPECTED,2,2,PLANNED,1_3_MONTHS,DIRECT_FLIGHT,NO,ECONOMY,5,3,8,62.3,CMN-DXB,18,4J,66,1,UPGRADE,2026-05-29 16:20:57.930940
LEISURE,PAIR,LAST_MINUTE,AGENCY,3_5,YES,ABOVE_400,FAIR,BETTER,5,5,BOOKED,THIS_MONTH,LOWEST_PRICE,NO,ECONOMY,19,21,5,93.1,CMN-CAI,14,30F,97,1,UPGRADE,2026-06-22 11:25:57.930940
BUSINESS,GROUP,MONTHS_AHEAD,MOBILE_APP,3_5,NO,UNDER_100,GREAT_DEAL,AS_EXPECTED,2,4,PLANNED,3_6_MONTHS,LOYALTY,DEPENDS,BUSINESS,1,6,8,52.6,CMN-DKR,7,17D,56,1,LOUNGE,2026-05-01 12:31:57.930940
BUSINESS,PAIR,LAST_MINUTE,AIRPORT_COUNTER,6_10,NO,ABOVE_400,FAIR,AS_EXPECTED,3,5,BOOKED,THIS_MONTH,DIRECT_FLIGHT,NO,ECONOMY,15,17,3,82.4,CMN-LHR,47,9B,96,1,UPGRADE,2026-04-12 22:20:57.930940
LEISURE,PAIR,FEW_WEEKS,AIRPORT_COUNTER,10_PLUS,NO,200_400,FAIR,BETTER,4,5,NO,1_3_MONTHS,DIRECT_FLIGHT,DEPENDS,BUSINESS,23,17,5,90.5,CMN-CAI,21,36D,54,1,LOUNGE,2026-05-14 20:04:57.930940
LEISURE,ALONE,MONTHS_AHEAD,MOBILE_APP,3_5,NO,200_400,FAIR,AS_EXPECTED,5,4,NO,NOT_SURE,LOWEST_PRICE,DEPENDS,ECONOMY,0,13,3,47.9,CMN-ORY,13,18C,39,0,UPGRADE,2026-04-02 10:28:57.930940
BUSINESS,PAIR,LAST_MINUTE,MOBILE_APP,1_2,NO,UNDER_100,FAIR,AS_EXPECTED,3,5,BOOKED,3_6_MONTHS,LOWEST_PRICE,NO,ECONOMY,12,14,11,61.9,CMN-CAI,4,1E,78,0,UPGRADE,2026-05-03 11:20:57.930940
LEISURE,GROUP,FEW_WEEKS,MOBILE_APP,3_5,NO,100_200,GREAT_DEAL,BETTER,2,3,NO,THIS_MONTH,DIRECT_FLIGHT,YES,BUSINESS,8,18,5,52.0,CMN-FCO,1,22H,40,0,LOUNGE,2026-06-09 17:40:57.930940
BUSINESS,ALONE,MONTHS_AHEAD,MOBILE_APP,3_5,NO,200_400,GREAT_DEAL,AS_EXPECTED,3,3,PLANNED,1_3_MONTHS,DIRECT_FLIGHT,DEPENDS,ECONOMY,12,3,6,56.9,CMN-BRU,43,22F,50,0,UPGRADE,2026-04-22 02:49:57.930940
LEISURE,GROUP,LAST_MINUTE,WEBSITE,1_2,YES,100_200,TOO_EXPENSIVE,AS_EXPECTED,4,5,NO,THIS_MONTH,DIRECT_FLIGHT,YES,FIRST,23,10,1,94.2,CMN-JFK,33,33H,18,0,LOUNGE,2026-05-21 20:47:57.930940
LEISURE,ALONE,LAST_MINUTE,AIRPORT_COUNTER,6_10,NO,UNDER_100,GREAT_DEAL,AS_EXPECTED,3,5,NO,1_3_MONTHS,DIRECT_FLIGHT,DEPENDS,ECONOMY,2,24,11,53.3,CMN-ABJ,46,22A,38,0,UPGRADE,2026-04-18 16:37:57.930940
BUSINESS,PAIR,FEW_WEEKS,WEBSITE,3_5,NO,UNDER_100,FAIR,BETTER,2,2,NO,THIS_MONTH,LOWEST_PRICE,YES,ECONOMY,16,4,5,87.5,CMN-IST,39,6E,31,0,UPGRADE,2026-05-03 06:00:57.930940
LEISURE,PAIR,LAST_MINUTE,MOBILE_APP,1_2,NO,200_400,TOO_EXPENSIVE,BETTER,4,2,PLANNED,1_3_MONTHS,LOWEST_PRICE,YES,ECONOMY,18,20,7,74.0,CMN-MAD,20,14F,48,0,UPGRADE,2026-06-10 13:32:57.930940
LEISURE,PAIR,LAST_MINUTE,WEBSITE,3_5,NO,UNDER_100,TOO_EXPENSIVE,WORSE,5,2,BOOKED,THIS_MONTH,LOYALTY,YES,ECONOMY,23,19,8,96.4,CMN-JFK,9,16B,56,1,UPGRADE,2026-06-20 12:25:57.930940
LEISURE,GROUP,MONTHS_AHEAD,WEBSITE,3_5,NO,200_400,TOO_EXPENSIVE,WORSE,3,2,PLANNED,1_3_MONTHS,DIRECT_FLIGHT,YES,ECONOMY,11,5,11,84.6,CMN-LOS,30,29F,31,1,UPGRADE,2026-04-06 22:19:57.930940
BUSINESS,ALONE,MONTHS_AHEAD,WEBSITE,6_10,NO,UNDER_100,TOO_EXPENSIVE,AS_EXPECTED,2,5,NO,1_3_MONTHS,LOWEST_PRICE,DEPENDS,ECONOMY,17,18,8,80.3,CMN-LIS,24,26D,31,0,UPGRADE,2026-04-14 09:06:57.930940
LEISURE,ALONE,FEW_WEEKS,WEBSITE,1_2,YES,100_200,FAIR,BETTER,3,3,PLANNED,1_3_MONTHS,DIRECT_FLIGHT,NO,ECONOMY,1,8,8,57.5,CMN-FCO,24,15A,67,0,UPGRADE,2026-05-10 03:00:57.930940
FAMILY,ALONE,MONTHS_AHEAD,WEBSITE,3_5,NO,200_400,TOO_EXPENSIVE,BETTER,3,5,PLANNED,3_6_MONTHS,LOWEST_PRICE,DEPENDS,BUSINESS,12,8,9,66.9,CMN-JFK,32,31A,57,0,LOUNGE,2026-06-11 04:01:57.930940
BUSINESS,GROUP,FEW_WEEKS,WEBSITE,1_2,NO,UNDER_100,FAIR,AS_EXPECTED,4,2,PLANNED,NOT_SURE,DIRECT_FLIGHT,YES,ECONOMY,5,21,7,46.2,CMN-ORY,9,37C,39,0,UPGRADE,2026-06-10 17:07:57.930940
FAMILY,GROUP,FEW_WEEKS,MOBILE_APP,3_5,YES,200_400,TOO_EXPENSIVE,BETTER,5,5,BOOKED,NOT_SURE,BEST_SCHEDULE,NO,ECONOMY,5,20,11,72.6,CMN-LHR,47,22H,94,1,UPGRADE,2026-06-20 11:11:57.930940
BUSINESS,ALONE,LAST_MINUTE,MOBILE_APP,6_10,NO,100_200,FAIR,BETTER,2,2,BOOKED,1_3_MONTHS,LOWEST_PRICE,NO,ECONOMY,21,21,7,73.2,CMN-JFK,3,34G,96,0,UPGRADE,2026-05-11 07:04:57.930940
LEISURE,GROUP,MONTHS_AHEAD,WEBSITE,1_2,NO,100_200,TOO_EXPENSIVE,BETTER,5,4,BOOKED,THIS_MONTH,LOWEST_PRICE,DEPENDS,ECONOMY,12,21,4,82.1,CMN-DXB,27,24B,81,1,UPGRADE,2026-04-05 23:03:57.930940
FAMILY,PAIR,MONTHS_AHEAD,WEBSITE,1_2,NO,100_200,FAIR,AS_EXPECTED,5,3,PLANNED,NOT_SURE,LOYALTY,NO,ECONOMY,18,12,12,66.5,CMN-LIS,43,8D,53,1,UPGRADE,2026-06-01 01:40:57.930940
BUSINESS,GROUP,MONTHS_AHEAD,MOBILE_APP,3_5,YES,UNDER_100,TOO_EXPENSIVE,AS_EXPECTED,5,5,BOOKED,3_6_MONTHS,BEST_SCHEDULE,YES,ECONOMY,19,2,12,65.8,CMN-YUL,40,34E,58,0,UPGRADE,2026-04-13 17:04:57.930940
LEISURE,GROUP,FEW_WEEKS,WEBSITE,1_2,NO,200_400,GREAT_DEAL,AS_EXPECTED,3,3,PLANNED,3_6_MONTHS,BEST_SCHEDULE,DEPENDS,FIRST,5,3,5,87.1,CMN-JFK,43,26G,42,0,LOUNGE,2026-06-20 15:57:57.930940
LEISURE,GROUP,MONTHS_AHEAD,WEBSITE,10_PLUS,YES,100_200,FAIR,AS_EXPECTED,2,4,BOOKED,THIS_MONTH,LOWEST_PRICE,DEPENDS,ECONOMY,10,4,9,96.7,CMN-CAI,37,17H,74,0,UPGRADE,2026-04-17 02:31:57.930940
LEISURE,PAIR,MONTHS_AHEAD,MOBILE_APP,3_5,YES,UNDER_100,GREAT_DEAL,AS_EXPECTED,3,3,NO,NOT_SURE,LOYALTY,DEPENDS,BUSINESS,0,23,5,58.4,CMN-MAD,26,22B,29,0,LOUNGE,2026-05-31 23:27:57.930940
FAMILY,GROUP,LAST_MINUTE,MOBILE_APP,1_2,NO,200_400,GREAT_DEAL,BETTER,3,4,BOOKED,THIS_MONTH,LOWEST_PRICE,NO,ECONOMY,21,22,8,78.1,CMN-CAI,3,31F,84,1,UPGRADE,2026-04-25 23:25:57.930940
LEISURE,GROUP,FEW_WEEKS,WEBSITE,6_10,YES,ABOVE_400,FAIR,AS_EXPECTED,4,5,NO,1_3_MONTHS,DIRECT_FLIGHT,NO,BUSINESS,22,17,8,62.0,CMN-CDG,1,14G,46,0,LOUNGE,2026-05-26 12:38:57.931940
BUSINESS,PAIR,MONTHS_AHEAD,WEBSITE,1_2,NO,ABOVE_400,FAIR,AS_EXPECTED,5,4,PLANNED,1_3_MONTHS,BEST_SCHEDULE,NO,ECONOMY,23,9,4,75.0,CMN-YUL,13,10C,58,1,UPGRADE,2026-06-27 13:00:57.932950
BUSINESS,GROUP,MONTHS_AHEAD,MOBILE_APP,1_2,NO,200_400,FAIR,AS_EXPECTED,5,2,PLANNED,THIS_MONTH,BEST_SCHEDULE,NO,ECONOMY,15,27,11,50.2,CMN-DXB,17,24F,49,1,UPGRADE,2026-06-26 04:58:57.932950
FAMILY,GROUP,LAST_MINUTE,MOBILE_APP,3_5,NO,200_400,FAIR,AS_EXPECTED,5,5,NO,NOT_SURE,LOYALTY,DEPENDS,ECONOMY,4,28,3,79.6,CMN-DXB,27,40G,28,0,UPGRADE,2026-06-19 16:19:57.932950
BUSINESS,PAIR,MONTHS_AHEAD,WEBSITE,1_2,NO,200_400,TOO_EXPENSIVE,AS_EXPECTED,4,5,PLANNED,1_3_MONTHS,LOWEST_PRICE,YES,ECONOMY,7,22,5,95.8,CMN-MAD,14,11G,36,0,UPGRADE,2026-04-19 17:11:57.932950
BUSINESS,ALONE,LAST_MINUTE,WEBSITE,1_2,NO,ABOVE_400,FAIR,BETTER,4,5,PLANNED,1_3_MONTHS,BEST_SCHEDULE,YES,ECONOMY,21,12,6,91.7,CMN-ABJ,35,18J,46,0,UPGRADE,2026-03-31 00:37:57.932950
LEISURE,GROUP,MONTHS_AHEAD,MOBILE_APP,3_5,NO,200_400,TOO_EXPENSIVE,AS_EXPECTED,3,2,PLANNED,3_6_MONTHS,DIRECT_FLIGHT,YES,ECONOMY,9,1,1,73.3,CMN-LIS,23,19H,33,0,UPGRADE,2026-03-24 02:44:57.932950
LEISURE,PAIR,MONTHS_AHEAD,WEBSITE,1_2,NO,ABOVE_400,TOO_EXPENSIVE,AS_EXPECTED,3,3,PLANNED,NOT_SURE,DIRECT_FLIGHT,YES,ECONOMY,2,14,11,57.9,CMN-FCO,19,35E,33,0,UPGRADE,2026-03-11 16:41:57.932950
BUSINESS,GROUP,FEW_WEEKS,MOBILE_APP,1_2,NO,100_200,FAIR,BETTER,2,3,NO,3_6_MONTHS,LOYALTY,YES,ECONOMY,14,24,1,57.6,CMN-LIS,1,32D,23,0,UPGRADE,2026-05-12 03:12:57.932950
BUSINESS,ALONE,LAST_MINUTE,WEBSITE,6_10,YES,ABOVE_400,GREAT_DEAL,WORSE,4,5,NO,THIS_MONTH,BEST_SCHEDULE,YES,ECONOMY,14,8,12,98.7,CMN-BRU,30,7J,19,0,UPGRADE,2026-06-02 02:53:57.932950
FAMILY,PAIR,LAST_MINUTE,MOBILE_APP,1_2,NO,UNDER_100,GREAT_DEAL,AS_EXPECTED,3,4,NO,1_3_MONTHS,LOWEST_PRICE,YES,ECONOMY,13,11,1,54.0,CMN-FCO,38,8G,15,1,UPGRADE,2026-03-19 19:27:57.932950
LEISURE,PAIR,LAST_MINUTE,WEBSITE,3_5,NO,200_400,TOO_EXPENSIVE,WORSE,2,2,PLANNED,1_3_MONTHS,LOWEST_PRICE,YES,ECONOMY,7,11,9,87.6,CMN-JFK,29,13A,29,0,UPGRADE,2026-05-14 14:26:57.932950
BUSINESS,GROUP,FEW_WEEKS,MOBILE_APP,3_5,NO,100_200,FAIR,BETTER,5,4,NO,1_3_MONTHS,LOWEST_PRICE,DEPENDS,ECONOMY,14,10,5,74.2,CMN-ABJ,1,33G,41,0,UPGRADE,2026-05-12 21:51:57.933762
LEISURE,GROUP,MONTHS_AHEAD,AGENCY,1_2,NO,100_200,FAIR,BETTER,4,2,BOOKED,THIS_MONTH,LOWEST_PRICE,NO,ECONOMY,4,6,1,55.9,CMN-LOS,13,7A,75,1,UPGRADE,2026-03-13 05:46:57.933762
LEISURE,GROUP,MONTHS_AHEAD,WEBSITE,1_2,NO,UNDER_100,GREAT_DEAL,WORSE,5,2,PLANNED,THIS_MONTH,LOYALTY,DEPENDS,ECONOMY,13,27,6,87.9,CMN-ORY,40,18J,39,1,UPGRADE,2026-02-28 11:39:57.933762
